Time(s),Content(bytes),Header(bytes)
0.028490304946899414,10240,0
0.011858940124511719,10240,0
0.010576725006103516,10240,0
0.014876127243041992,10240,0
0.014156103134155273,10240,0
0.012094497680664062,10240,0
0.012540102005004883,10240,0
0.012182474136352539,10240,0
0.010603666305541992,10240,0
0.011313199996948242,10240,0
0.008890628814697266,10240,0
0.00861978530883789,10240,0
0.010562419891357422,10240,0
0.013884782791137695,10240,0
0.01347804069519043,10240,0
0.00929117202758789,10240,0
0.012277603149414062,10240,0
0.01018381118774414,10240,0
0.009307146072387695,10240,0
0.007124423980712891,10240,0
0.008507013320922852,10240,0
0.0077822208404541016,10240,0
0.015681743621826172,10240,0
0.011970996856689453,10240,0
0.0076143741607666016,10240,0
0.009671211242675781,10240,0
0.007399797439575195,10240,0
0.00978994369506836,10240,0
0.009620189666748047,10240,0
0.011211395263671875,10240,0
0.00675511360168457,10240,0
0.010190725326538086,10240,0
0.007631778717041016,10240,0
0.009025812149047852,10240,0
0.0071985721588134766,10240,0
0.008127689361572266,10240,0
0.009193897247314453,10240,0
0.007134199142456055,10240,0
0.009398937225341797,10240,0
0.00947713851928711,10240,0
0.00929403305053711,10240,0
0.013108253479003906,10240,0
0.010716438293457031,10240,0
0.010440587997436523,10240,0
0.010354280471801758,10240,0
0.008396387100219727,10240,0
0.011768341064453125,10240,0
0.009776115417480469,10240,0
0.009806632995605469,10240,0
0.008113622665405273,10240,0
0.010772466659545898,10240,0
0.007760524749755859,10240,0
0.008553504943847656,10240,0
0.009792566299438477,10240,0
0.013452529907226562,10240,0
0.014404535293579102,10240,0
0.009595632553100586,10240,0
0.012323379516601562,10240,0
0.007998228073120117,10240,0
0.009523630142211914,10240,0
0.011879920959472656,10240,0
0.007940292358398438,10240,0
0.008345842361450195,10240,0
0.010282516479492188,10240,0
0.009431838989257812,10240,0
0.01745915412902832,10240,0
0.012529611587524414,10240,0
0.010349035263061523,10240,0
0.008268594741821289,10240,0
0.015553712844848633,10240,0
0.01321864128112793,10240,0
0.010895729064941406,10240,0
0.013537168502807617,10240,0
0.011791706085205078,10240,0
0.010307788848876953,10240,0
0.010674476623535156,10240,0
0.007979869842529297,10240,0
0.010525941848754883,10240,0
0.0124969482421875,10240,0
0.009536027908325195,10240,0
0.09756135940551758,10240,0
0.007968425750732422,10240,0
0.009527206420898438,10240,0
0.005053281784057617,10240,0
0.010711908340454102,10240,0
0.006148338317871094,10240,0
0.009338617324829102,10240,0
0.006797313690185547,10240,0
0.00722956657409668,10240,0
0.007685422897338867,10240,0
0.006674051284790039,10240,0
0.006535768508911133,10240,0
0.008936405181884766,10240,0
0.005720853805541992,10240,0
0.008150339126586914,10240,0
0.008069276809692383,10240,0
0.00715184211730957,10240,0
0.009436607360839844,10240,0
0.005949497222900391,10240,0
0.007707118988037109,10240,0
0.008038520812988281,10240,0
0.006849527359008789,10240,0
0.00801229476928711,10240,0
0.006206512451171875,10240,0
0.00693202018737793,10240,0
0.006453275680541992,10240,0
0.00815725326538086,10240,0
0.010167360305786133,10240,0
0.011452436447143555,10240,0
0.009331464767456055,10240,0
0.007296323776245117,10240,0
0.009256839752197266,10240,0
0.011230945587158203,10240,0
0.010018587112426758,10240,0
0.009041786193847656,10240,0
0.008527755737304688,10240,0
0.015335798263549805,10240,0
0.00967860221862793,10240,0
0.008216619491577148,10240,0
0.009426593780517578,10240,0
0.006886482238769531,10240,0
0.021120309829711914,10240,0
0.009630441665649414,10240,0
0.008615493774414062,10240,0
0.007948160171508789,10240,0
0.0078084468841552734,10240,0
0.008442401885986328,10240,0
0.008876800537109375,10240,0
0.011165857315063477,10240,0
0.008817195892333984,10240,0
0.007845401763916016,10240,0
0.007840156555175781,10240,0
0.010665416717529297,10240,0
0.008521795272827148,10240,0
0.00771641731262207,10240,0
0.007998943328857422,10240,0
0.009439945220947266,10240,0
0.010299205780029297,10240,0
0.008002281188964844,10240,0
0.01146388053894043,10240,0
0.007726192474365234,10240,0
0.011053800582885742,10240,0
0.012687444686889648,10240,0
0.0074825286865234375,10240,0
0.00950312614440918,10240,0
0.008646965026855469,10240,0
0.011067390441894531,10240,0
0.0070497989654541016,10240,0
0.008003473281860352,10240,0
0.008295059204101562,10240,0
0.013690710067749023,10240,0
0.010370969772338867,10240,0
0.008486270904541016,10240,0
0.009038209915161133,10240,0
0.008862972259521484,10240,0
0.007878780364990234,10240,0
0.013153791427612305,10240,0
0.0078887939453125,10240,0
0.00794219970703125,10240,0
0.00872659683227539,10240,0
0.010675191879272461,10240,0
0.009398698806762695,10240,0
0.008216619491577148,10240,0
0.006200313568115234,10240,0
0.006258487701416016,10240,0
0.008435726165771484,10240,0
0.0066432952880859375,10240,0
0.008268117904663086,10240,0
0.007955789566040039,10240,0
0.007060050964355469,10240,0
0.007456541061401367,10240,0
0.00753021240234375,10240,0
0.007372379302978516,10240,0
0.007661104202270508,10240,0
0.006894588470458984,10240,0
0.007972240447998047,10240,0
0.019392967224121094,10240,0
0.010499238967895508,10240,0
0.008573293685913086,10240,0
0.00916147232055664,10240,0
0.007198810577392578,10240,0
0.00883936882019043,10240,0
0.010869979858398438,10240,0
0.0077457427978515625,10240,0
0.008188962936401367,10240,0
0.008529186248779297,10240,0
0.008911848068237305,10240,0
0.011256694793701172,10240,0
0.010278940200805664,10240,0
0.008266925811767578,10240,0
0.007759809494018555,10240,0
0.007231235504150391,10240,0
0.007365703582763672,10240,0
0.008264780044555664,10240,0
0.007921218872070312,10240,0
0.008146047592163086,10240,0
0.009423255920410156,10240,0
0.007881879806518555,10240,0
0.0070841312408447266,10240,0
0.009318828582763672,10240,0
0.008332252502441406,10240,0
0.0077130794525146484,10240,0
0.010908126831054688,10240,0
0.011414766311645508,10240,0
0.007295370101928711,10240,0
0.00794839859008789,10240,0
0.01293039321899414,10240,0
0.010706901550292969,10240,0
0.00888514518737793,10240,0
0.010728120803833008,10240,0
0.013524055480957031,10240,0
0.008331537246704102,10240,0
0.007584095001220703,10240,0
0.00731348991394043,10240,0
0.007810831069946289,10240,0
0.007823705673217773,10240,0
0.012256860733032227,10240,0
0.009567499160766602,10240,0
0.00830531120300293,10240,0
0.007222890853881836,10240,0
0.009104013442993164,10240,0
0.0103759765625,10240,0
0.01155710220336914,10240,0
0.008764982223510742,10240,0
0.007940292358398438,10240,0
0.01009368896484375,10240,0
0.007730007171630859,10240,0
0.00937652587890625,10240,0
0.010472774505615234,10240,0
0.0075397491455078125,10240,0
0.007910490036010742,10240,0
0.0074274539947509766,10240,0
0.009805440902709961,10240,0
0.010703086853027344,10240,0
0.006989955902099609,10240,0
0.007929563522338867,10240,0
0.006683349609375,10240,0
0.007714271545410156,10240,0
0.006337881088256836,10240,0
0.006944417953491211,10240,0
0.007168292999267578,10240,0
0.008042097091674805,10240,0
0.007896661758422852,10240,0
0.010569572448730469,10240,0
0.006951570510864258,10240,0
0.008002519607543945,10240,0
0.008241653442382812,10240,0
0.007374763488769531,10240,0
0.009282827377319336,10240,0
0.007546424865722656,10240,0
0.01599907875061035,10240,0
0.008484363555908203,10240,0
0.007119417190551758,10240,0
0.007694721221923828,10240,0
0.007051229476928711,10240,0
0.00851583480834961,10240,0
0.010346174240112305,10240,0
0.00780797004699707,10240,0
0.009580135345458984,10240,0
0.008887290954589844,10240,0
0.007190704345703125,10240,0
0.007489204406738281,10240,0
0.0072629451751708984,10240,0
0.007168769836425781,10240,0
0.006547451019287109,10240,0
0.008222818374633789,10240,0
0.007261514663696289,10240,0
0.010017871856689453,10240,0
0.008189201354980469,10240,0
0.006963014602661133,10240,0
0.008508443832397461,10240,0
0.009793281555175781,10240,0
0.008987188339233398,10240,0
0.008126974105834961,10240,0
0.008010387420654297,10240,0
0.008501052856445312,10240,0
0.008426189422607422,10240,0
0.008788347244262695,10240,0
0.009778261184692383,10240,0
0.01021432876586914,10240,0
0.007857561111450195,10240,0
0.007765769958496094,10240,0
0.008333444595336914,10240,0
0.009382486343383789,10240,0
0.0076787471771240234,10240,0
