Time(s),Content(bytes),Header(bytes)
0.04137086868286133,10240,203
0.018289566040039062,10240,203
0.019200801849365234,10240,203
0.01947331428527832,10240,203
0.0202178955078125,10240,203
0.019407272338867188,10240,203
0.023677825927734375,10240,203
0.024376630783081055,10240,203
0.02140331268310547,10240,203
0.01892852783203125,10240,203
0.02183055877685547,10240,203
0.016469240188598633,10240,203
0.019507884979248047,10240,203
0.017700672149658203,10240,203
0.017680644989013672,10240,203
0.023516178131103516,10240,203
0.01601719856262207,10240,203
0.01786494255065918,10240,203
0.021261215209960938,10240,203
0.019402503967285156,10240,203
0.02195286750793457,10240,203
0.0180056095123291,10240,203
0.020404577255249023,10240,203
0.019974946975708008,10240,203
0.02026534080505371,10240,203
0.021430253982543945,10240,203
0.02089238166809082,10240,203
0.02375054359436035,10240,203
0.01957416534423828,10240,203
0.019118070602416992,10240,203
0.02710103988647461,10240,203
0.016627788543701172,10240,203
0.019384384155273438,10240,203
0.0210115909576416,10240,203
0.021749019622802734,10240,203
0.01888895034790039,10240,203
0.022481679916381836,10240,203
0.0201418399810791,10240,203
0.017255544662475586,10240,203
0.019071578979492188,10240,203
0.017681121826171875,10240,203
0.01819300651550293,10240,203
0.02214670181274414,10240,203
0.015090465545654297,10240,203
0.0175323486328125,10240,203
0.020090579986572266,10240,203
0.019789695739746094,10240,203
0.017514705657958984,10240,203
0.020180225372314453,10240,203
0.018918275833129883,10240,203
0.01814866065979004,10240,203
0.0203092098236084,10240,203
0.01619267463684082,10240,203
0.020767688751220703,10240,203
0.018576860427856445,10240,203
0.018889188766479492,10240,203
0.019309043884277344,10240,203
0.023571491241455078,10240,203
0.02142620086669922,10240,203
0.023028135299682617,10240,203
0.020421743392944336,10240,203
0.018422365188598633,10240,203
0.018420934677124023,10240,203
0.024855375289916992,10240,203
0.019380569458007812,10240,203
0.02175617218017578,10240,203
0.029352188110351562,10240,203
0.020287275314331055,10240,203
0.020990610122680664,10240,203
0.0185391902923584,10240,203
0.018952131271362305,10240,203
0.017200708389282227,10240,203
0.017811298370361328,10240,203
0.023248910903930664,10240,203
0.021123647689819336,10240,203
0.01984572410583496,10240,203
0.020525693893432617,10240,203
0.02170252799987793,10240,203
0.020897626876831055,10240,203
0.01918339729309082,10240,203
0.019600629806518555,10240,203
0.01824355125427246,10240,203
0.018611431121826172,10240,203
0.018995046615600586,10240,203
0.018109560012817383,10240,203
0.019463300704956055,10240,203
0.018616437911987305,10240,203
0.019762516021728516,10240,203
0.018935680389404297,10240,203
0.02248239517211914,10240,203
0.028609752655029297,10240,203
0.016821622848510742,10240,203
0.019662141799926758,10240,203
0.018805503845214844,10240,203
0.022197246551513672,10240,203
0.016814470291137695,10240,203
0.020345449447631836,10240,203
0.022150754928588867,10240,203
0.020017623901367188,10240,203
0.03496551513671875,10240,203
0.020925283432006836,10240,203
0.021108627319335938,10240,203
0.016060829162597656,10240,203
0.021062612533569336,10240,203
0.014398813247680664,10240,203
0.018923521041870117,10240,203
0.015359163284301758,10240,203
0.016613006591796875,10240,203
0.02311563491821289,10240,203
0.021551847457885742,10240,203
0.024646759033203125,10240,203
0.016885995864868164,10240,203
0.018906831741333008,10240,203
0.01989889144897461,10240,203
0.023734331130981445,10240,203
0.017369747161865234,10240,203
0.019654512405395508,10240,203
0.02173018455505371,10240,203
0.01970648765563965,10240,203
0.022817134857177734,10240,203
0.019988059997558594,10240,203
0.022023677825927734,10240,203
0.022550582885742188,10240,203
0.014707326889038086,10240,203
0.020956993103027344,10240,203
0.0164642333984375,10240,203
0.01864171028137207,10240,203
0.024573802947998047,10240,203
0.01804184913635254,10240,203
0.020363807678222656,10240,203
0.02119731903076172,10240,203
0.028150558471679688,10240,203
0.021018505096435547,10240,203
0.01617741584777832,10240,203
0.018589496612548828,10240,203
0.01801013946533203,10240,203
0.019186735153198242,10240,203
0.022851943969726562,10240,203
0.027667522430419922,10240,203
0.019463539123535156,10240,203
0.020939111709594727,10240,203
0.0230863094329834,10240,203
0.021893978118896484,10240,203
0.021353960037231445,10240,203
0.019618988037109375,10240,203
0.02117609977722168,10240,203
0.017643213272094727,10240,203
0.020334482192993164,10240,203
0.021959781646728516,10240,203
0.02154994010925293,10240,203
0.022350788116455078,10240,203
0.02075481414794922,10240,203
0.022294282913208008,10240,203
0.022140979766845703,10240,203
0.01851034164428711,10240,203
0.01852250099182129,10240,203
0.018985748291015625,10240,203
0.018906116485595703,10240,203
0.018445968627929688,10240,203
0.01816082000732422,10240,203
0.022150278091430664,10240,203
0.02022719383239746,10240,203
0.021514177322387695,10240,203
0.022716045379638672,10240,203
0.02022862434387207,10240,203
0.020778179168701172,10240,203
0.023095130920410156,10240,203
0.020692825317382812,10240,203
0.024646282196044922,10240,203
0.02312016487121582,10240,203
0.01909661293029785,10240,203
0.026248693466186523,10240,203
0.02102804183959961,10240,203
0.017296314239501953,10240,203
0.022671937942504883,10240,203
0.02130889892578125,10240,203
0.019840002059936523,10240,203
0.024027109146118164,10240,203
0.0250394344329834,10240,203
0.022991657257080078,10240,203
0.02311110496520996,10240,203
0.022684574127197266,10240,203
0.01833820343017578,10240,203
0.017966032028198242,10240,203
0.019550085067749023,10240,203
0.025046825408935547,10240,203
0.020878314971923828,10240,203
0.021924734115600586,10240,203
0.023105621337890625,10240,203
0.022786378860473633,10240,203
0.019762039184570312,10240,203
0.019763469696044922,10240,203
0.02026510238647461,10240,203
0.018929243087768555,10240,203
0.024866819381713867,10240,203
0.020687103271484375,10240,203
